reference,arabic,translation_english
37|9,دُحُورًا ۖ وَلَهُمْ عَذَابٌ وَاصِبٌ,and are repelled. Theirs is an unceasing chastisement.
37|10,إِلَّا مَنْ خَطِفَ الْخَطْفَةَ فَأَتْبَعَهُ شِهَابٌ ثَاقِبٌ,"And if any is able to snatch a fragment, he is pursued by a piercing flame."
37|11,فَاسْتَفْتِهِمْ أَهُمْ أَشَدُّ خَلْقًا أَم مَّنْ خَلَقْنَا ۚ إِنَّا خَلَقْنَاهُم مِّن طِينٍ لَّازِبٍ,"So ask them (that is, human beings): “Were they harder to create than the objects We created?” We created them from sticky clay."
37|12,بَلْ عَجِبْتَ وَيَسْخَرُونَ,"You marvel (at the wondrous creations of Allah) and they scoff at it,"
37|13,وَإِذَا ذُكِّرُوا لَا يَذْكُرُونَ,"and when they are admonished, they pay no heed;"
37|14,وَإِذَا رَأَوْا آيَةً يَسْتَسْخِرُونَ,"and if they see any Sign, they laugh it away"
37|15,وَقَالُوا إِنْ هَـٰذَا إِلَّا سِحْرٌ مُّبِينٌ,and say: “This is nothing but plain sorcery.
37|16,أَإِذَا مِتْنَا وَكُنَّا تُرَابًا وَعِظَامًا أَإِنَّا لَمَبْعُوثُونَ,"Is it ever possible that after we die and are reduced to dust and (a skeleton of) bones, we will be raised to life?"
37|17,أَوَآبَاؤُنَا الْأَوَّلُونَ,And so also shall our forefathers of yore be raised to life?”
37|18,قُلْ نَعَمْ وَأَنتُمْ دَاخِرُونَ,Tell them: “Yes; and you are utterly helpless (against Allah).”
37|19,فَإِنَّمَا هِيَ زَجْرَةٌ وَاحِدَةٌ فَإِذَا هُمْ يَنظُرُونَ,"There will be a single stern rebuff and lo, they will be observing with their own eyes (all that they had been warned against)."
37|20,وَقَالُوا يَا وَيْلَنَا هَـٰذَا يَوْمُ الدِّينِ,They will then say: “Woe for us. This is the Day of Judgement.”
37|21,هَـٰذَا يَوْمُ الْفَصْلِ الَّذِي كُنتُم بِهِ تُكَذِّبُونَ,"“Yes, this is the Day of Final Decision that you used to deny as a lie.”"
37|22,احْشُرُوا الَّذِينَ ظَلَمُوا وَأَزْوَاجَهُمْ وَمَا كَانُوا يَعْبُدُونَ,(Then will the command be given): “Muster all the wrong-doers and their spouses and the deities whom they used to serve
37|23,مِن دُونِ اللَّهِ فَاهْدُوهُمْ إِلَىٰ صِرَاطِ الْجَحِيمِ,"apart from Allah, and direct them to the path of Hell,"
37|24,وَقِفُوهُمْ ۖ إِنَّهُم مَّسْئُولُونَ,and detain them there; they will be called to account.
37|25,مَا لَكُمْ لَا تَنَاصَرُونَ,How is it that you are not helping one another?
37|26,بَلْ هُمُ الْيَوْمَ مُسْتَسْلِمُونَ,"Indeed, today they are surrendering themselves completely.”"
37|27,وَأَقْبَلَ بَعْضُهُمْ عَلَىٰ بَعْضٍ يَتَسَاءَلُونَ,They will then turn towards each other (and start wrangling).
37|28,قَالُوا إِنَّكُمْ كُنتُمْ تَأْتُونَنَا عَنِ الْيَمِينِ,(The followers will say to their leaders): “You used to come to us from the right hand.”
37|29,قَالُوا بَل لَّمْ تَكُونُوا مُؤْمِنِينَ,"They will say: “Nay, you yourselves were not the ones who would believe."
37|30,وَمَا كَانَ لَنَا عَلَيْكُم مِّن سُلْطَانٍ ۖ بَلْ كُنتُمْ قَوْمًا طَاغِينَ,"We had no power over you. You were a rebellious people,"
37|31,فَحَقَّ عَلَيْنَا قَوْلُ رَبِّنَا ۖ إِنَّا لَذَائِقُونَ,and so we became deserving of the Word of our Lord that we shall be made to suffer chastisement.
37|32,فَأَغْوَيْنَاكُمْ إِنَّا كُنَّا غَاوِينَ,So we led you astray; we ourselves were strayed.”
37|33,فَإِنَّهُمْ يَوْمَئِذٍ فِي الْعَذَابِ مُشْتَرِكُونَ,"On that Day, they will all share the chastisement."
37|34,إِنَّا كَذَٰلِكَ نَفْعَلُ بِالْمُجْرِمِينَ,Thus do We treat the culprits.
37|35,إِنَّهُمْ كَانُوا إِذَا قِيلَ لَهُمْ لَا إِلَـٰهَ إِلَّا اللَّهُ يَسْتَكْبِرُونَ,"Whenever it was said to them: “There is no true deity apart from Allah,” they waxed proud"
37|36,وَيَقُولُونَ أَئِنَّا لَتَارِكُو آلِهَتِنَا لِشَاعِرٍ مَّجْنُونٍ,and said: “Shall we forsake our deities for the sake of a distracted poet?”
37|37,بَلْ جَاءَ بِالْحَقِّ وَصَدَّقَ الْمُرْسَلِينَ,(They say so although) he brought the Truth and confirmed the veracity of the Messengers.
37|38,إِنَّكُمْ لَذَائِقُو الْعَذَابِ الْأَلِيمِ,(They will be told): “You shall taste the grievous chastisement.
37|39,وَمَا تُجْزَوْنَ إِلَّا مَا كُنتُمْ تَعْمَلُونَ,You will only be recompensed according to your deeds.”
37|40,إِلَّا عِبَادَ اللَّهِ الْمُخْلَصِينَ,But Allah's chosen servants (shall be spared this woeful end).
37|41,أُولَـٰئِكَ لَهُمْ رِزْقٌ مَّعْلُومٌ,"For them awaits a known provision,"
37|42,فَوَاكِهُ ۖ وَهُم مُّكْرَمُونَ,a variety of delicious fruits; and they shall be honoured
37|43,فِي جَنَّاتِ النَّعِيمِ,in the Gardens of Bliss.
37|44,عَلَىٰ سُرُرٍ مُّتَقَابِلِينَ,They will be seated upon couches set face to face;
37|45,يُطَافُ عَلَيْهِم بِكَأْسٍ مِّن مَّعِينٍ,"a cup filled with wine from its springs, will be passed around to them;"
37|46,بَيْضَاءَ لَذَّةٍ لِّلشَّارِبِينَ,"white, sparkling (wine), a delight to the drinkers."
37|47,لَا فِيهَا غَوْلٌ وَلَا هُمْ عَنْهَا يُنزَفُونَ,There will neither be any harm in it for their body nor will it intoxicate their mind.
37|48,وَعِندَهُمْ قَاصِرَاتُ الطَّرْفِ عِينٌ,"Theirs shall be wide-eyed maidens with bashful, restrained glances,"
37|49,كَأَنَّهُنَّ بَيْضٌ مَّكْنُونٌ,so delicate as the hidden peel under an egg's shell.
37|50,فَأَقْبَلَ بَعْضُهُمْ عَلَىٰ بَعْضٍ يَتَسَاءَلُونَ,"Then some of them will turn to others, and will ask each other."
37|51,قَالَ قَائِلٌ مِّنْهُمْ إِنِّي كَانَ لِي قَرِينٌ,One of them will say: “I had a companion in the world
37|52,يَقُولُ أَإِنَّكَ لَمِنَ الْمُصَدِّقِينَ,who used to say: -- Are you also one of those who confirm the Truth (of life after death)?
37|53,أَإِذَا مِتْنَا وَكُنَّا تُرَابًا وَعِظَامًا أَإِنَّا لَمَدِينُونَ,After we are dead and have become all dust and bones shall we still be requited?'
37|54,قَالَ هَلْ أَنتُم مُّطَّلِعُونَ,He will say: -- Do you wish to know where he is now?'
37|55,فَاطَّلَعَ فَرَآهُ فِي سَوَاءِ الْجَحِيمِ,"Then he will look downwards, and will see him in the depths of Hell."
37|56,قَالَ تَاللَّهِ إِن كِدتَّ لَتُرْدِينِ,"He will say to him: -- By Allah, you almost ruined me."
37|57,وَلَوْلَا نِعْمَةُ رَبِّي لَكُنتُ مِنَ الْمُحْضَرِينَ,"But for Allah's favour, I should be one of those who have been mustered here."
37|58,أَفَمَا نَحْنُ بِمَيِّتِينَ,"So, are we not going to die,"
37|59,إِلَّا مَوْتَتَنَا الْأُولَىٰ وَمَا نَحْنُ بِمُعَذَّبِينَ,except for our first death? And shall we suffer no chastisement?'”
37|60,إِنَّ هَـٰذَا لَهُوَ الْفَوْزُ الْعَظِيمُ,Surely this is the supreme triumph.
37|61,لِمِثْلِ هَـٰذَا فَلْيَعْمَلِ الْعَامِلُونَ,For the like of it should the workers work.
37|62,أَذَٰلِكَ خَيْرٌ نُّزُلًا أَمْ شَجَرَةُ الزَّقُّومِ,Is this a better hospitality or the tree of al-Zaqqum?
37|63,إِنَّا جَعَلْنَاهَا فِتْنَةً لِّلظَّالِمِينَ,We have made this tree a trial for the wrong-doers.
37|64,إِنَّهَا شَجَرَةٌ تَخْرُجُ فِي أَصْلِ الْجَحِيمِ,It is a tree that grows in the nethermost part of Hell.
37|65,طَلْعُهَا كَأَنَّهُ رُءُوسُ الشَّيَاطِينِ,Its spathes are like the heads of satans.
37|66,فَإِنَّهُمْ لَآكِلُونَ مِنْهَا فَمَالِئُونَ مِنْهَا الْبُطُونَ,"(The people of Hell) will surely eat of it, filling their bellies with it."
37|67,ثُمَّ إِنَّ لَهُمْ عَلَيْهَا لَشَوْبًا مِّنْ حَمِيمٍ,Then on top of it they will have a brew of boiling water.
37|68,ثُمَّ إِنَّ مَرْجِعَهُمْ لَإِلَى الْجَحِيمِ,Then their return will be to the same blazing Hell.
37|69,إِنَّهُمْ أَلْفَوْا آبَاءَهُمْ ضَالِّينَ,"These are the ones who found their fathers steeped in error,"
37|70,فَهُمْ عَلَىٰ آثَارِهِمْ يُهْرَعُونَ,and they are running in their footsteps.
37|71,وَلَقَدْ ضَلَّ قَبْلَهُمْ أَكْثَرُ الْأَوَّلِينَ,"Before them a multitude of people of olden times had erred,"
37|72,وَلَقَدْ أَرْسَلْنَا فِيهِم مُّنذِرِينَ,and We had sent among them Messengers to warn them.
37|73,فَانظُرْ كَيْفَ كَانَ عَاقِبَةُ الْمُنذَرِينَ,"Observe, then, what was the end of those that had been warned,"
37|74,إِلَّا عِبَادَ اللَّهِ الْمُخْلَصِينَ,except for the chosen servants of Allah?
37|75,وَلَقَدْ نَادَانَا نُوحٌ فَلَنِعْمَ الْمُجِيبُونَ,"Noah had called upon Us (earlier). See, how excellent We were in answering him!"
37|76,وَنَجَّيْنَاهُ وَأَهْلَهُ مِنَ الْكَرْبِ الْعَظِيمِ,We delivered him and his household from the great calamity;
37|77,وَجَعَلْنَا ذُرِّيَّتَهُ هُمُ الْبَاقِينَ,"and made his offspring the only ones to survive,"
37|78,وَتَرَكْنَا عَلَيْهِ فِي الْآخِرِينَ,and We established for him a good name among posterity.
37|79,سَلَامٌ عَلَىٰ نُوحٍ فِي الْعَالَمِينَ,Peace be upon Noah among all the nations.
37|80,إِنَّا كَذَٰلِكَ نَجْزِي الْمُحْسِنِينَ,Thus do We reward all those who do good.
37|81,إِنَّهُ مِنْ عِبَادِنَا الْمُؤْمِنِينَ,Surely he was one of Our truly believing servants.
37|82,ثُمَّ أَغْرَقْنَا الْآخَرِينَ,Thereafter We caused the others to be drowned.
37|83,وَإِنَّ مِن شِيعَتِهِ لَإِبْرَاهِيمَ,Abraham was on the self-same way (as Noah).
37|84,إِذْ جَاءَ رَبَّهُ بِقَلْبٍ سَلِيمٍ,"When he came to his Lord with a pure heart,"
37|85,إِذْ قَالَ لِأَبِيهِ وَقَوْمِهِ مَاذَا تَعْبُدُونَ,and said to his father and his people: “Whom do you worship?
37|86,أَئِفْكًا آلِهَةً دُونَ اللَّهِ تُرِيدُونَ,Is it false deities that you want to serve rather than Allah?
37|87,فَمَا ظَنُّكُم بِرَبِّ الْعَالَمِينَ,What do you think of the Lord of the whole Universe?”
37|88,فَنَظَرَ نَظْرَةً فِي النُّجُومِ,Then he looked carefully at the stars
37|89,فَقَالَ إِنِّي سَقِيمٌ,and said: “I am sick.”
37|90,فَتَوَلَّوْا عَنْهُ مُدْبِرِينَ,"So turning their backs, they went away from him."
37|91,فَرَاغَ إِلَىٰ آلِهَتِهِمْ فَقَالَ أَلَا تَأْكُلُونَ,"Then he went quietly to the (temple of the deities) and said: “What is the matter with you, why do you not eat?"
37|92,مَا لَكُمْ لَا تَنطِقُونَ,"What is the matter with you, why do you not speak?”"
37|93,فَرَاغَ عَلَيْهِمْ ضَرْبًا بِالْيَمِينِ,"Then he turned upon them, striking them with his right hand,"
37|94,فَأَقْبَلُوا إِلَيْهِ يَزِفُّونَ,whereupon people came to him running.
37|95,قَالَ أَتَعْبُدُونَ مَا تَنْحِتُونَ,Abraham said to them: “Do you worship what you yourselves have carved with your own hands
37|96,وَاللَّهُ خَلَقَكُمْ وَمَا تَعْمَلُونَ,while it is Allah Who has created you and all that you make?”
37|97,قَالُوا ابْنُوا لَهُ بُنْيَانًا فَأَلْقُوهُ فِي الْجَحِيمِ,They spoke among themselves: “Build him a pyre and then throw him into the furnace.”
37|98,فَأَرَادُوا بِهِ كَيْدًا فَجَعَلْنَاهُمُ الْأَسْفَلِينَ,"They had contrived an evil plan against him, but We abased them all."
37|99,وَقَالَ إِنِّي ذَاهِبٌ إِلَىٰ رَبِّي سَيَهْدِينِ,Abraham said: “I am going to my Lord; He will guide me.
37|100,رَبِّ هَبْ لِي مِنَ الصَّالِحِينَ,"Lord, grant me a righteous son.”"
37|101,فَبَشَّرْنَاهُ بِغُلَامٍ حَلِيمٍ,(In response to this prayer) We gave him the good news of a prudent boy;
37|102,فَلَمَّا بَلَغَ مَعَهُ السَّعْيَ قَالَ يَا بُنَيَّ إِنِّي أَرَىٰ فِي الْمَنَامِ أَنِّي أَذْبَحُكَ فَانظُرْ مَاذَا تَرَىٰ ۚ قَالَ يَا أَبَتِ افْعَلْ مَا تُؤْمَرُ ۖ سَتَجِدُنِي إِن شَاءَ اللَّهُ مِنَ الصَّابِرِينَ,"and when he was old enough to go about and work with him, (one day) Abraham said to him: “My son, I see in my dream that I am slaughtering you. So consider (and tell me) what you think.” He said: “Do as you are bidden. You will find me, if Allah so wills, among the steadfast.”"
37|103,فَلَمَّا أَسْلَمَا وَتَلَّهُ لِلْجَبِينِ,"When both surrendered (to Allah's command) and Abraham flung the son down on his forehead,"
37|104,وَنَادَيْنَاهُ أَن يَا إِبْرَاهِيمُ,"We cried out: “O Abraham,"
37|105,قَدْ صَدَّقْتَ الرُّؤْيَا ۚ إِنَّا كَذَٰلِكَ نَجْزِي الْمُحْسِنِينَ,you have indeed fulfilled your dream. Thus do We reward the good-doers.”
37|106,إِنَّ هَـٰذَا لَهُوَ الْبَلَاءُ الْمُبِينُ,This was indeed a plain trial.
37|107,وَفَدَيْنَاهُ بِذِبْحٍ عَظِيمٍ,"And We ransomed him with a mighty sacrifice,"
37|108,وَتَرَكْنَا عَلَيْهِ فِي الْآخِرِينَ,and We preserved for him a good name among posterity.
37|109,سَلَامٌ عَلَىٰ إِبْرَاهِيمَ,Peace be upon Abraham.
37|110,كَذَٰلِكَ نَجْزِي الْمُحْسِنِينَ,Thus do We reward the good-doers.
37|111,إِنَّهُ مِنْ عِبَادِنَا الْمُؤْمِنِينَ,Surely he was one of Our believing servants.
37|112,وَبَشَّرْنَاهُ بِإِسْحَاقَ نَبِيًّا مِّنَ الصَّالِحِينَ,"And We gave him the good news of Isaac, a Prophet and among the righteous ones."
37|113,وَبَارَكْنَا عَلَيْهِ وَعَلَىٰ إِسْحَاقَ ۚ وَمِن ذُرِّيَّتِهِمَا مُحْسِنٌ وَظَالِمٌ لِّنَفْسِهِ مُبِينٌ,And We blessed him and Isaac. Among the offspring of the two some did good and some plainly wronged themselves.
37|114,وَلَقَدْ مَنَنَّا عَلَىٰ مُوسَىٰ وَهَارُونَ,Verily We bestowed Our favours on Moses and Aaron
37|115,وَنَجَّيْنَاهُمَا وَقَوْمَهُمَا مِنَ الْكَرْبِ الْعَظِيمِ,and We delivered both of them and their people from the great calamity.
37|116,وَنَصَرْنَاهُمْ فَكَانُوا هُمُ الْغَالِبِينَ,"We succoured them, and they gained the upper hand (against their enemies)."
37|117,وَآتَيْنَاهُمَا الْكِتَابَ الْمُسْتَبِينَ,"We granted them a Clear Book,"
37|118,وَهَدَيْنَاهُمَا الصِّرَاطَ الْمُسْتَقِيمَ,"and showed them the Straight Way,"
37|119,وَتَرَكْنَا عَلَيْهِمَا فِي الْآخِرِينَ,and preserved for them a good name among posterity.
37|120,سَلَامٌ عَلَىٰ مُوسَىٰ وَهَارُونَ,Peace be upon Moses and Aaron.
37|121,إِنَّا كَذَٰلِكَ نَجْزِي الْمُحْسِنِينَ,Thus do We reward the good-doers.
37|122,إِنَّهُمَا مِنْ عِبَادِنَا الْمُؤْمِنِينَ,Surely both of them were among Our believing servants.
37|123,وَإِنَّ إِلْيَاسَ لَمِنَ الْمُرْسَلِينَ,"Surely, Elias too was among the Messengers."
37|124,إِذْ قَالَ لِقَوْمِهِ أَلَا تَتَّقُونَ,(Call to mind) when he said to his people: “Will you not fear Allah?
37|125,أَتَدْعُونَ بَعْلًا وَتَذَرُونَ أَحْسَنَ الْخَالِقِينَ,Do you call upon Baal and forsake the Best of the Creators?
37|126,اللَّهَ رَبَّكُمْ وَرَبَّ آبَائِكُمُ الْأَوَّلِينَ,Allah is your Lord and the Lord of your ancestors of yore.”
37|127,فَكَذَّبُوهُ فَإِنَّهُمْ لَمُحْضَرُونَ,"But they denounced him as a liar, so they will surely be arraigned (for punishment),"
37|128,إِلَّا عِبَادَ اللَّهِ الْمُخْلَصِينَ,except Allah's chosen servants.
37|129,وَتَرَكْنَا عَلَيْهِ فِي الْآخِرِينَ,We preserved a good name for him among posterity.
37|130,سَلَامٌ عَلَىٰ إِلْ يَاسِينَ,Peace be upon Elias.
37|131,إِنَّا كَذَٰلِكَ نَجْزِي الْمُحْسِنِينَ,Thus do We reward the good-doers.
37|132,إِنَّهُ مِنْ عِبَادِنَا الْمُؤْمِنِينَ,He was one of Our believing servants.
37|133,وَإِنَّ لُوطًا لَّمِنَ الْمُرْسَلِينَ,And Lot too was one of the Messengers.
37|134,إِذْ نَجَّيْنَاهُ وَأَهْلَهُ أَجْمَعِينَ,"(Call to mind) when We delivered him and all his kinsfolk,"
37|135,إِلَّا عَجُوزًا فِي الْغَابِرِينَ,except for an old woman who was among those that stayed behind.
37|136,ثُمَّ دَمَّرْنَا الْآخَرِينَ,Then We utterly destroyed the rest of them.
37|137,وَإِنَّكُمْ لَتَمُرُّونَ عَلَيْهِم مُّصْبِحِينَ,You pass by their desolate habitations in the morning
37|138,وَبِاللَّيْلِ ۗ أَفَلَا تَعْقِلُونَ,and at night. Do you still not understand?
37|139,وَإِنَّ يُونُسَ لَمِنَ الْمُرْسَلِينَ,And Jonah too was one of the Messengers.
37|140,إِذْ أَبَقَ إِلَى الْفُلْكِ الْمَشْحُونِ,"Call to mind when he fled to the laden ship,"
37|141,فَسَاهَمَ فَكَانَ مِنَ الْمُدْحَضِينَ,"cast lots, and was among the losers."
37|142,فَالْتَقَمَهُ الْحُوتُ وَهُوَ مُلِيمٌ,"Then a fish swallowed him, and he was blameworthy."
37|143,فَلَوْلَا أَنَّهُ كَانَ مِنَ الْمُسَبِّحِينَ,"Had he not been one of those who glorify Allah,"
37|144,لَلَبِثَ فِي بَطْنِهِ إِلَىٰ يَوْمِ يُبْعَثُونَ,he would certainly have remained in its belly till the Day of Resurrection.
37|145,فَنَبَذْنَاهُ بِالْعَرَاءِ وَهُوَ سَقِيمٌ,But We threw him on a wide bare tract of land while he was ill;
37|146,وَأَنبَتْنَا عَلَيْهِ شَجَرَةً مِّن يَقْطِينٍ,"and caused a gourd tree to grow over him,"
37|147,وَأَرْسَلْنَاهُ إِلَىٰ مِائَةِ أَلْفٍ أَوْ يَزِيدُونَ,"and We sent him forth to a nation of a hundred thousand or more,"
37|148,فَآمَنُوا فَمَتَّعْنَاهُمْ إِلَىٰ حِينٍ,and they believed. So We let them enjoy life for a while.
37|149,فَاسْتَفْتِهِمْ أَلِرَبِّكَ الْبَنَاتُ وَلَهُمُ الْبَنُونَ,So ask their opinion: “(Are you convinced) that your Lord should have daughters and you should have sons?
37|150,أَمْ خَلَقْنَا الْمَلَائِكَةَ إِنَاثًا وَهُمْ شَاهِدُونَ,Did We create the angels as females the while they witnessed?”
37|151,أَلَا إِنَّهُم مِّنْ إِفْكِهِمْ لَيَقُولُونَ,"Behold, it is one of their fabrications that they say:"
37|152,وَلَدَ اللَّهُ وَإِنَّهُمْ لَكَاذِبُونَ,“Allah has begotten.” They are liars!
37|153,أَصْطَفَى الْبَنَاتِ عَلَى الْبَنِينَ,Did He choose daughters rather than sons?
37|154,مَا لَكُمْ كَيْفَ تَحْكُمُونَ,What is the matter with you that you make such strange judgements?
37|155,أَفَلَا تَذَكَّرُونَ,Will you then not take heed?
37|156,أَمْ لَكُمْ سُلْطَانٌ مُّبِينٌ,Do you have any clear authority for such claims?
37|157,فَأْتُوا بِكِتَابِكُمْ إِن كُنتُمْ صَادِقِينَ,"Bring your Book, if you are truthful."
37|158,وَجَعَلُوا بَيْنَهُ وَبَيْنَ الْجِنَّةِ نَسَبًا ۚ وَلَقَدْ عَلِمَتِ الْجِنَّةُ إِنَّهُمْ لَمُحْضَرُونَ,They have established a kinship between Allah and the angels; and the angels know well that these people will be arraigned (as culprits).
37|159,سُبْحَانَ اللَّهِ عَمَّا يَصِفُونَ,"(They say): “Exalted be Allah above what they attribute to Him,"
37|160,إِلَّا عِبَادَ اللَّهِ الْمُخْلَصِينَ,all of them except the chosen servants of Allah.
37|161,فَإِنَّكُمْ وَمَا تَعْبُدُونَ,So you and your deities
37|162,مَا أَنتُمْ عَلَيْهِ بِفَاتِنِينَ,shall not be able to tempt anyone away from Allah
37|163,إِلَّا مَنْ هُوَ صَالِ الْجَحِيمِ,except him who shall roast in the Blazing Fire.
37|164,وَمَا مِنَّا إِلَّا لَهُ مَقَامٌ مَّعْلُومٌ,"As for us, there is none but has an appointed station."
37|165,وَإِنَّا لَنَحْنُ الصَّافُّونَ,Verily we range ourselves in rows (as humble servants)
37|166,وَإِنَّا لَنَحْنُ الْمُسَبِّحُونَ,and we are of those who glorify Allah.”
37|167,وَإِن كَانُوا لَيَقُولُونَ,They used to say before:
37|168,لَوْ أَنَّ عِندَنَا ذِكْرًا مِّنَ الْأَوَّلِينَ,“If only we had the Reminder which had been granted to the people of yore
37|169,لَكُنَّا عِبَادَ اللَّهِ الْمُخْلَصِينَ,we would surely have been Allah's chosen servants.”
37|170,فَكَفَرُوا بِهِ ۖ فَسَوْفَ يَعْلَمُونَ,"But when it came to them, they rejected it. They shall soon come to know (the end of such an attitude)."
37|171,وَلَقَدْ سَبَقَتْ كَلِمَتُنَا لِعِبَادِنَا الْمُرْسَلِينَ,We have already given Our promise to Our Messengers
37|172,إِنَّهُمْ لَهُمُ الْمَنصُورُونَ,"that they shall certainly be succoured,"
37|173,وَإِنَّ جُندَنَا لَهُمُ الْغَالِبُونَ,and that Our hosts shall triumph.
37|174,فَتَوَلَّ عَنْهُمْ حَتَّىٰ حِينٍ,"So, (O Prophet), leave them alone for a while,"
37|175,وَأَبْصِرْهُمْ فَسَوْفَ يُبْصِرُونَ,"and see, and soon they too shall see."
37|176,أَفَبِعَذَابِنَا يَسْتَعْجِلُونَ,Do they seek to hasten Our chastisement?
37|177,فَإِذَا نَزَلَ بِسَاحَتِهِمْ فَسَاءَ صَبَاحُ الْمُنذَرِينَ,"When that chastisement will descend upon their courtyard, evil shall that Day be for those who had been warned."
37|178,وَتَوَلَّ عَنْهُمْ حَتَّىٰ حِينٍ,"Leave them alone for a while,"
37|179,وَأَبْصِرْ فَسَوْفَ يُبْصِرُونَ,and see; and they too shall soon see.
37|180,سُبْحَانَ رَبِّكَ رَبِّ الْعِزَّةِ عَمَّا يَصِفُونَ,"Exalted be your Lord, the Lord of Glory, above what they attribute to Him,"
37|181,وَسَلَامٌ عَلَى الْمُرْسَلِينَ,"and peace be upon the Messengers,"
37|182,وَالْحَمْدُ لِلَّهِ رَبِّ الْعَالَمِينَ,"and all praise be to Allah, the Lord of the Universe."
38|1,بِسْمِ اللَّهِ الرَّحْمَـٰنِ الرَّحِيمِ ص ۚ وَالْقُرْآنِ ذِي الذِّكْرِ,"Sad, and by the Qur'an full of exhortation!"
38|2,بَلِ الَّذِينَ كَفَرُوا فِي عِزَّةٍ وَشِقَاقٍ,"Nay, but the unbelievers are steeped in arrogance and stubborn defiance."
38|3,كَمْ أَهْلَكْنَا مِن قَبْلِهِم مِّن قَرْنٍ فَنَادَوا وَّلَاتَ حِينَ مَنَاصٍ,"How many a nation did We destroy before them! (When they approached their doom) they cried out (for deliverance), but the time for deliverance was already past."
38|4,وَعَجِبُوا أَن جَاءَهُم مُّنذِرٌ مِّنْهُمْ ۖ وَقَالَ الْكَافِرُونَ هَـٰذَا سَاحِرٌ كَذَّابٌ,"They wondered that a warner had come to them from among themselves, and the deniers of the Truth said: “This is a sorcerer, and a big liar."
38|5,أَجَعَلَ الْآلِهَةَ إِلَـٰهًا وَاحِدًا ۖ إِنَّ هَـٰذَا لَشَيْءٌ عُجَابٌ,Has he made the gods one single God? This is truly astounding.”
38|6,وَانطَلَقَ الْمَلَأُ مِنْهُمْ أَنِ امْشُوا وَاصْبِرُوا عَلَىٰ آلِهَتِكُمْ ۖ إِنَّ هَـٰذَا لَشَيْءٌ يُرَادُ,And the elders among them went forth saying: “Go ahead and be steadfast in adhering to your deities. What is being said is with a design.”
38|7,مَا سَمِعْنَا بِهَـٰذَا فِي الْمِلَّةِ الْآخِرَةِ إِنْ هَـٰذَا إِلَّا اخْتِلَاقٌ,We have not heard this in the religious community close to our time. This is nothing but a fabrication.
38|8,أَأُنزِلَ عَلَيْهِ الذِّكْرُ مِن بَيْنِنَا ۚ بَلْ هُمْ فِي شَكٍّ مِّن ذِكْرِي ۖ بَل لَّمَّا يَذُوقُوا عَذَابِ,"Has this Exhortation been sent down among us only to him, to the exclusion of all others?” Nay, they are in doubt regarding My Exhortation, and are saying all this because they have not yet had any taste of My chastisement."
38|9,أَمْ عِندَهُمْ خَزَائِنُ رَحْمَةِ رَبِّكَ الْعَزِيزِ الْوَهَّابِ,"Do they possess the treasures of your Lord, the Most Mighty, the Great Bestower?"
38|10,أَمْ لَهُم مُّلْكُ السَّمَاوَاتِ وَالْأَرْضِ وَمَا بَيْنَهُمَا ۖ فَلْيَرْتَقُوا فِي الْأَسْبَابِ,"Or do they possess the dominion of the heavens and the earth and of all that is in between them? If so, let them ascend the heights of the realm of causation and see!"
38|11,جُندٌ مَّا هُنَالِكَ مَهْزُومٌ مِّنَ الْأَحْزَابِ,This is only a small army out of the several armies that will suffer defeat here.
38|12,كَذَّبَتْ قَبْلَهُمْ قَوْمُ نُوحٍ وَعَادٌ وَفِرْعَوْنُ ذُو الْأَوْتَادِ,"Before them the people of Noah, Ad, and Pharaoh of the tent-pegs gave the lie (to the Messengers)"
38|13,وَثَمُودُ وَقَوْمُ لُوطٍ وَأَصْحَابُ الْأَيْكَةِ ۚ أُولَـٰئِكَ الْأَحْزَابُ,and so did Thamud and the people of Lot and the people of Aykah. These were all leagued together.
38|14,إِن كُلٌّ إِلَّا كَذَّبَ الرُّسُلَ فَحَقَّ عِقَابِ,Each of them gave the lie to Messengers and My decree of chastisement came upon them.
38|15,وَمَا يَنظُرُ هَـٰؤُلَاءِ إِلَّا صَيْحَةً وَاحِدَةً مَّا لَهَا مِن فَوَاقٍ,"They are waiting for nothing except a single Cry, after which there will be no second Cry."
38|16,وَقَالُوا رَبَّنَا عَجِّل لَّنَا قِطَّنَا قَبْلَ يَوْمِ الْحِسَابِ,"They say: “Our Lord, hasten to us our share (of chastisement) before the Day of Reckoning.”"
38|17,اصْبِرْ عَلَىٰ مَا يَقُولُونَ وَاذْكُرْ عَبْدَنَا دَاوُودَ ذَا الْأَيْدِ ۖ إِنَّهُ أَوَّابٌ,"(O Prophet), bear with patience what they say, and call to mind Our servant David, who was endowed with great strength and who constantly turned (to Allah)."
38|18,إِنَّا سَخَّرْنَا الْجِبَالَ مَعَهُ يُسَبِّحْنَ بِالْعَشِيِّ وَالْإِشْرَاقِ,"With him We had subjected the mountains that they join him in celebrating Allah's glory, evening and morning,"
38|19,وَالطَّيْرَ مَحْشُورَةً ۖ كُلٌّ لَّهُ أَوَّابٌ,"and the birds, too, in their flocks, and turn again and again to celebrating Allah's glory."
38|20,وَشَدَدْنَا مُلْكَهُ وَآتَيْنَاهُ الْحِكْمَةَ وَفَصْلَ الْخِطَابِ,And We strengthened his kingdom and endowed him with wisdom and decisive judgement.
